"","default","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","monthlyincome","phone"
"879","1","< 0 EUR",9,"good","car",1422,"< 100 EUR","< 1 year",2,27,"none","other",1,"management",1,1998,1
"880","0","unknown",30,"critical","furniture/appliances",6742,"unknown","4 - 7 years",3,36,"none","own",2,"skilled",1,6995,0
"881","0","unknown",24,"good","car",7814,"< 100 EUR","4 - 7 years",3,38,"none","own",1,"management",1,7801,1
"882","0","unknown",24,"good","car",9277,"unknown","1 - 4 years",4,48,"none","other",1,"skilled",1,8523,1
"883","0","1 - 200 EUR",30,"critical","car",2181,"unknown","> 7 years",4,36,"none","own",2,"skilled",1,1883,0
"884","0","unknown",18,"critical","furniture/appliances",1098,"< 100 EUR","unemployed",4,65,"none","own",2,"unemployed",1,1113,0
"885","1","1 - 200 EUR",24,"good","furniture/appliances",4057,"< 100 EUR","4 - 7 years",3,43,"none","own",1,"skilled",1,4518,1
"886","1","< 0 EUR",12,"good","education",795,"< 100 EUR","< 1 year",4,53,"none","own",1,"skilled",1,1395,0
"887","0","1 - 200 EUR",24,"critical","business",2825,"unknown","4 - 7 years",3,34,"none","own",2,"skilled",2,2973,1
"888","1","1 - 200 EUR",48,"good","business",15672,"< 100 EUR","1 - 4 years",2,23,"none","own",1,"skilled",1,16538,1
"889","0","unknown",36,"critical","car",6614,"< 100 EUR","> 7 years",4,34,"none","own",2,"management",1,7386,1
"890","0","unknown",28,"very good","car",7824,"unknown","< 1 year",4,40,"bank","rent",2,"skilled",2,7553,1
"891","0","< 0 EUR",27,"critical","business",2442,"< 100 EUR","> 7 years",4,43,"store","own",4,"management",2,3006,1
"892","0","unknown",15,"critical","furniture/appliances",1829,"< 100 EUR","> 7 years",4,46,"none","own",2,"skilled",1,913,1
"893","0","< 0 EUR",12,"critical","car",2171,"< 100 EUR","1 - 4 years",4,38,"bank","own",2,"unskilled",1,2551,0
"894","0","1 - 200 EUR",36,"critical","car",5800,"< 100 EUR","1 - 4 years",4,34,"none","own",2,"skilled",1,6553,1
"895","0","unknown",18,"critical","furniture/appliances",1169,"unknown","1 - 4 years",3,29,"none","own",2,"skilled",1,2051,1
"896","0","unknown",36,"poor","car",8947,"unknown","4 - 7 years",2,31,"store","own",1,"management",2,8278,1
"897","0","< 0 EUR",21,"good","furniture/appliances",2606,"< 100 EUR","< 1 year",4,28,"none","rent",1,"management",1,2522,1
"898","0","unknown",12,"critical","furniture/appliances",1592,"> 1000 EUR","4 - 7 years",2,35,"none","own",1,"skilled",1,1726,0
"899","0","unknown",15,"good","furniture/appliances",2186,"unknown","4 - 7 years",4,33,"bank","rent",1,"unskilled",1,1907,0
"900","1","< 0 EUR",18,"good","furniture/appliances",4153,"< 100 EUR","1 - 4 years",3,42,"none","own",1,"skilled",1,3753,0
"901","1","< 0 EUR",16,"critical","car",2625,"< 100 EUR","> 7 years",4,43,"bank","rent",1,"skilled",1,1858,1
"902","0","unknown",20,"critical","car",3485,"unknown","< 1 year",4,44,"none","own",2,"skilled",1,3558,1
"903","0","unknown",36,"critical","car",10477,"unknown","> 7 years",4,42,"none","other",2,"skilled",1,10814,0
"904","0","unknown",15,"good","furniture/appliances",1386,"unknown","1 - 4 years",2,40,"none","rent",1,"skilled",1,748,1
"905","0","unknown",24,"good","furniture/appliances",1278,"< 100 EUR","> 7 years",1,36,"none","own",1,"management",1,1135,1
"906","0","< 0 EUR",12,"good","furniture/appliances",1107,"< 100 EUR","1 - 4 years",2,20,"none","rent",1,"management",2,199,1
"907","0","< 0 EUR",21,"good","car",3763,"unknown","4 - 7 years",2,24,"none","own",1,"unskilled",1,3799,0
"908","0","1 - 200 EUR",36,"good","education",3711,"unknown","1 - 4 years",2,27,"none","own",1,"skilled",1,2882,0
"909","0","unknown",15,"poor","car",3594,"< 100 EUR","< 1 year",2,46,"none","own",2,"unskilled",1,3294,0
"910","0","1 - 200 EUR",9,"good","car",3195,"unknown","1 - 4 years",2,33,"none","own",1,"unskilled",1,3979,0
"911","0","unknown",36,"poor","furniture/appliances",4454,"< 100 EUR","1 - 4 years",4,34,"none","own",2,"skilled",1,5406,0
"912","1","1 - 200 EUR",24,"critical","furniture/appliances",4736,"< 100 EUR","< 1 year",4,25,"bank","own",1,"unskilled",1,4731,0
"913","0","1 - 200 EUR",30,"good","furniture/appliances",2991,"unknown","> 7 years",4,25,"none","own",1,"skilled",1,2114,0
"914","0","unknown",11,"good","business",2142,"> 1000 EUR","> 7 years",2,28,"none","own",1,"skilled",1,1845,1
"915","1","< 0 EUR",24,"very good","business",3161,"< 100 EUR","1 - 4 years",2,31,"none","rent",1,"skilled",1,3801,1
"916","1","1 - 200 EUR",48,"perfect","car0",18424,"< 100 EUR","1 - 4 years",2,32,"bank","own",1,"management",1,18078,1
"917","0","unknown",10,"good","car",2848,"100 - 500 EUR","1 - 4 years",2,32,"none","own",1,"skilled",2,2100,0
"918","1","< 0 EUR",6,"good","car",14896,"< 100 EUR","> 7 years",4,68,"bank","own",1,"management",1,15877,1
"919","1","< 0 EUR",24,"good","furniture/appliances",2359,"100 - 500 EUR","unemployed",1,33,"none","own",1,"skilled",1,2722,0
"920","1","< 0 EUR",24,"good","furniture/appliances",3345,"< 100 EUR","> 7 years",2,39,"none","rent",1,"management",1,2672,1
"921","0","unknown",18,"critical","furniture/appliances",1817,"< 100 EUR","1 - 4 years",2,28,"none","own",2,"skilled",1,2276,0
"922","0","unknown",48,"poor","furniture/appliances",12749,"500 - 1000 EUR","4 - 7 years",1,37,"none","own",1,"management",1,12905,1
"923","1","< 0 EUR",9,"good","furniture/appliances",1366,"< 100 EUR","< 1 year",4,22,"none","rent",1,"skilled",1,1232,0
"924","0","1 - 200 EUR",12,"good","car",2002,"< 100 EUR","4 - 7 years",4,30,"none","rent",1,"skilled",2,2038,1
"925","1","< 0 EUR",24,"very good","furniture/appliances",6872,"< 100 EUR","< 1 year",1,55,"bank","own",1,"skilled",1,6371,1
"926","1","< 0 EUR",12,"very good","car",697,"< 100 EUR","< 1 year",2,46,"bank","own",2,"skilled",1,1664,1
"927","0","< 0 EUR",18,"critical","furniture/appliances",1049,"< 100 EUR","< 1 year",4,21,"none","rent",1,"skilled",1,1533,0
"928","1","< 0 EUR",48,"good","car",10297,"< 100 EUR","4 - 7 years",4,39,"store","other",3,"skilled",2,11059,1
"929","0","unknown",30,"good","furniture/appliances",1867,"unknown","> 7 years",4,58,"none","own",1,"skilled",1,1831,1
"930","0","< 0 EUR",12,"poor","car",1344,"< 100 EUR","1 - 4 years",2,43,"none","own",2,"unskilled",2,1633,0
"931","0","< 0 EUR",24,"good","furniture/appliances",1747,"< 100 EUR","< 1 year",1,24,"none","own",1,"unskilled",1,2593,0
"932","1","1 - 200 EUR",9,"good","furniture/appliances",1670,"< 100 EUR","< 1 year",2,22,"none","own",1,"skilled",1,1270,1
"933","0","unknown",9,"critical","car",1224,"< 100 EUR","1 - 4 years",1,30,"none","own",2,"skilled",1,1506,0
"934","0","unknown",12,"critical","furniture/appliances",522,"500 - 1000 EUR","> 7 years",4,42,"none","own",2,"skilled",2,576,1
"935","0","< 0 EUR",12,"good","furniture/appliances",1498,"< 100 EUR","1 - 4 years",1,23,"bank","own",1,"skilled",1,1648,0
"936","1","1 - 200 EUR",30,"poor","furniture/appliances",1919,"100 - 500 EUR","< 1 year",3,30,"store","own",2,"management",1,2698,0
"937","1","> 200 EUR",9,"good","furniture/appliances",745,"< 100 EUR","1 - 4 years",2,28,"none","own",1,"unskilled",1,-218,0
"938","0","1 - 200 EUR",6,"good","furniture/appliances",2063,"< 100 EUR","< 1 year",3,30,"none","rent",1,"management",1,2022,1
"939","1","1 - 200 EUR",60,"good","education",6288,"< 100 EUR","1 - 4 years",4,42,"none","other",1,"skilled",1,5455,0
"940","0","unknown",24,"critical","car",6842,"unknown","1 - 4 years",4,46,"none","own",2,"management",2,6885,1
"941","0","unknown",12,"good","car",3527,"unknown","< 1 year",3,45,"none","own",1,"management",2,3096,1
"942","0","unknown",10,"good","car",1546,"< 100 EUR","1 - 4 years",2,31,"none","own",1,"unskilled",2,2078,0
"943","0","unknown",24,"good","furniture/appliances",929,"unknown","4 - 7 years",2,31,"store","own",1,"skilled",1,1418,1
"944","0","unknown",4,"critical","car",1455,"< 100 EUR","4 - 7 years",1,42,"none","own",3,"unskilled",2,2411,0
"945","0","< 0 EUR",15,"good","furniture/appliances",1845,"< 100 EUR","< 1 year",1,46,"none","rent",1,"skilled",1,1148,0
"946","0","1 - 200 EUR",48,"perfect","car",8358,"500 - 1000 EUR","< 1 year",1,30,"none","own",2,"skilled",1,7607,0
"947","1","< 0 EUR",24,"very good","furniture/appliances",3349,"500 - 1000 EUR","< 1 year",4,30,"none","other",1,"skilled",2,4075,1
"948","0","unknown",12,"good","car",2859,"unknown","unemployed",4,38,"none","own",1,"management",1,3415,1
"949","1","unknown",18,"good","furniture/appliances",1533,"< 100 EUR","< 1 year",1,43,"none","own",1,"unskilled",2,1881,0
"950","1","unknown",24,"good","furniture/appliances",3621,"100 - 500 EUR","> 7 years",4,31,"none","own",2,"skilled",1,3788,0
"951","0","1 - 200 EUR",18,"critical","business",3590,"< 100 EUR","unemployed",3,40,"none","own",3,"unemployed",2,3623,1
"952","1","< 0 EUR",36,"poor","business",2145,"< 100 EUR","4 - 7 years",1,24,"none","own",2,"skilled",1,2399,1
"953","1","1 - 200 EUR",24,"good","car",4113,"500 - 1000 EUR","< 1 year",4,28,"none","rent",1,"skilled",1,3675,0
"954","1","unknown",36,"good","furniture/appliances",10974,"< 100 EUR","unemployed",2,26,"none","own",2,"management",1,10537,1
"955","0","< 0 EUR",12,"good","car",1893,"< 100 EUR","1 - 4 years",4,29,"none","own",1,"skilled",1,2140,1
"956","0","< 0 EUR",24,"critical","furniture/appliances",1231,"> 1000 EUR","> 7 years",4,57,"none","rent",2,"management",1,1444,1
"957","0","> 200 EUR",30,"critical","furniture/appliances",3656,"unknown","> 7 years",4,49,"store","own",2,"unskilled",1,3206,0
"958","0","1 - 200 EUR",9,"critical","furniture/appliances",1154,"< 100 EUR","> 7 years",4,37,"none","own",3,"unskilled",1,1692,0
"959","1","< 0 EUR",28,"good","car",4006,"< 100 EUR","1 - 4 years",2,45,"none","own",1,"unskilled",1,3010,0
"960","0","1 - 200 EUR",24,"good","furniture/appliances",3069,"100 - 500 EUR","> 7 years",4,30,"none","other",1,"skilled",1,3559,0
"961","0","unknown",6,"critical","furniture/appliances",1740,"< 100 EUR","> 7 years",2,30,"none","rent",2,"skilled",1,2264,0
"962","0","1 - 200 EUR",21,"poor","car",2353,"< 100 EUR","1 - 4 years",4,47,"none","own",2,"skilled",1,1751,0
"963","0","unknown",2400,"good","car",3556,"unknown","1 - 4 years",2,29,"none","own",1,"skilled",1,2681,0
"964","1","unknown",24,"good","furniture/appliances",2397,"500 - 1000 EUR","> 7 years",2,35,"bank","own",2,"skilled",1,3336,1
"965","0","1 - 200 EUR",6,"good","renovations",454,"< 100 EUR","< 1 year",1,22,"none","own",1,"unskilled",1,1241,0
"966","0","1 - 200 EUR",30,"good","furniture/appliances",1715,"unknown","1 - 4 years",1,26,"none","own",1,"skilled",1,1239,0
"967","1","1 - 200 EUR",27,"critical","furniture/appliances",2520,"500 - 1000 EUR","1 - 4 years",2,23,"none","own",2,"unskilled",1,2520,0
"968","0","unknown",15,"good","furniture/appliances",3568,"< 100 EUR","> 7 years",2,54,"bank","rent",1,"management",1,3461,1
"969","0","unknown",42,"good","furniture/appliances",7166,"unknown","4 - 7 years",4,29,"none","rent",1,"skilled",1,6192,1
"970","0","< 0 EUR",11,"critical","car",3939,"< 100 EUR","1 - 4 years",2,40,"none","own",2,"unskilled",2,3603,0
"971","0","1 - 200 EUR",15,"good","renovations",1514,"100 - 500 EUR","1 - 4 years",2,22,"none","own",1,"skilled",1,967,0
"972","0","unknown",24,"good","car",7393,"< 100 EUR","1 - 4 years",4,43,"none","own",1,"unskilled",2,7305,0
"973","1","< 0 EUR",24,"very good","car",1193,"< 100 EUR","unemployed",4,29,"none","rent",2,"unemployed",1,528,0
"974","1","< 0 EUR",60,"good","business",7297,"< 100 EUR","> 7 years",4,36,"none","rent",1,"skilled",1,6765,0
"975","0","unknown",30,"critical","furniture/appliances",2831,"< 100 EUR","1 - 4 years",2,33,"none","own",1,"skilled",1,2148,1
"976","0","> 200 EUR",24,"good","furniture/appliances",1258,"500 - 1000 EUR","1 - 4 years",3,57,"none","own",1,"unskilled",1,648,0
"977","0","1 - 200 EUR",6,"good","furniture/appliances",753,"< 100 EUR","1 - 4 years",3,64,"none","own",1,"skilled",1,1407,0
"978","0","1 - 200 EUR",18,"poor","business",2427,"unknown","> 7 years",2,42,"none","own",2,"skilled",1,2504,0
"979","1","unknown",24,"poor","car",2538,"< 100 EUR","> 7 years",4,47,"none","own",2,"unskilled",2,2004,0
"980","1","1 - 200 EUR",15,"very good","car",1264,"100 - 500 EUR","1 - 4 years",2,25,"none","rent",1,"skilled",1,440,0
"981","1","1 - 200 EUR",30,"critical","furniture/appliances",8386,"< 100 EUR","4 - 7 years",2,49,"none","own",1,"skilled",1,9309,0
"982","1","unknown",48,"good","business",4844,"< 100 EUR","unemployed",2,33,"bank","rent",1,"management",1,5393,1
"983","0","> 200 EUR",21,"good","car",2923,"100 - 500 EUR","1 - 4 years",1,28,"bank","own",1,"management",1,2542,1
"984","1","< 0 EUR",36,"good","car",8229,"< 100 EUR","1 - 4 years",2,26,"none","own",1,"skilled",2,8279,0
"985","0","unknown",24,"critical","furniture/appliances",2028,"< 100 EUR","4 - 7 years",2,30,"none","own",2,"unskilled",1,1051,0
"986","0","< 0 EUR",15,"critical","furniture/appliances",1433,"< 100 EUR","1 - 4 years",3,25,"none","rent",2,"skilled",1,594,0
"987","0","> 200 EUR",42,"perfect","business",6289,"< 100 EUR","< 1 year",1,33,"none","own",2,"skilled",1,6259,0
"988","0","unknown",13,"good","furniture/appliances",1409,"100 - 500 EUR","unemployed",4,64,"none","own",1,"skilled",1,885,0
"989","0","< 0 EUR",24,"good","car",6579,"< 100 EUR","unemployed",2,29,"none","other",1,"management",1,6807,1
"990","0","1 - 200 EUR",24,"critical","furniture/appliances",1743,"< 100 EUR","> 7 years",2,48,"none","own",2,"unskilled",1,2289,0
"991","0","unknown",12,"critical","education",3565,"unknown","< 1 year",1,37,"none","own",2,"unskilled",2,4345,0
"992","0","unknown",15,"very good","furniture/appliances",1569,"100 - 500 EUR","> 7 years",4,34,"bank","own",1,"unskilled",2,2049,0
"993","0","< 0 EUR",18,"good","furniture/appliances",1936,"unknown","4 - 7 years",4,23,"none","rent",2,"unskilled",1,1450,0
"994","0","< 0 EUR",36,"good","furniture/appliances",3959,"< 100 EUR","unemployed",3,30,"none","own",1,"management",1,4745,1
"995","0","unknown",12,"good","car",2390,"unknown","> 7 years",3,50,"none","own",1,"skilled",1,3313,1
"996","0","unknown",12,"good","furniture/appliances",1736,"< 100 EUR","4 - 7 years",4,31,"none","own",1,"unskilled",1,1581,0
"997","0","< 0 EUR",30,"good","car",3857,"< 100 EUR","1 - 4 years",4,40,"none","own",1,"management",1,3948,1
"998","0","unknown",12,"good","furniture/appliances",804,"< 100 EUR","> 7 years",4,38,"none","own",1,"skilled",1,729,0
"999","1","< 0 EUR",45,"good","furniture/appliances",1845,"< 100 EUR","1 - 4 years",4,23,"none","other",1,"skilled",1,1634,1
"1000","0","1 - 200 EUR",45,"critical","car",4576,"100 - 500 EUR","unemployed",4,27,"none","own",1,"skilled",1,5010,0
